Year,Department,Job Code,Wages,Overtime,Fixed Benefits,Variable Benefits,Total,ObjectId
15,Utilities,EMG208 - Sr Eng Tech - PBM,9037.78,,,897.68,9935.46,3826
17,Utilities,EMG208 - Sr Eng Tech - PBM,11964.6,,,1020.17,12984.77,3827
18,Utilities,EMG208 - Sr Eng Tech - PBM,13487.14,,,1131.73,14618.87,3828
19,Utilities,EMG208 - Sr Eng Tech - PBM,33345.95,,1.24,2825.51,36172.7,3829
20,Utilities,EMG208 - Sr Eng Tech - PBM,49436.01,,,4197.01,53633.02,3830
16,Utilities,EMG302 - Eng Tech - PBM,1448.12,,,149.02,1597.14,3831
17,Utilities,EMG302 - Eng Tech - PBM,2587.23,,,277.26,2864.49,3832
18,Utilities,EMG302 - Eng Tech - PBM,4318.08,,,368.95,4687.03,3833
19,Utilities,EMG302 - Eng Tech - PBM,2452.48,,,214.61,2667.09,3834
15,Finance & Asset Management,EMG309 - Survey Assistant - PBM,11648,,,1201.71,12849.71,3835
16,Finance & Asset Management,EMG309 - Survey Assistant - PBM,10247.12,,,1108.84,11355.96,3836
17,Finance & Asset Management,EMG309 - Survey Assistant - PBM,13973.52,,,1844.97,15818.49,3837
18,Finance & Asset Management,EMG309 - Survey Assistant - PBM,9905.28,,,1179.32,11084.6,3838
14,Transportation,"ENE101 - Dir, Transportation",187279.09,,17073.33,28359.72,232712.14,3839
15,Transportation,"ENE101 - Dir, Transportation",185317.84,,18140.15,26739.4,230197.39,3840
16,Transportation,"ENE101 - Dir, Transportation",185712.33,,19252.49,30287.2,235252.02,3841
17,Transportation,"ENE101 - Dir, Transportation",199751.82,,17335.86,33345.64,250433.32,3842
18,Transportation,"ENE101 - Dir, Transportation",195296.65,,15508.51,35528.8,246333.96,3843
19,Transportation,"ENE101 - Dir, Transportation",55670.19,,2599.75,8132.12,66402.06,3844
19,Transportation,"ENE101 - Dir, Transportation",51093.52,,6436.7,13487.38,71017.6,3845
18,Transportation,"ENG202 - Sr Eng, Trans",43709.95,,5797.93,9010.41,58518.29,3846
15,Finance & Asset Management,"ENG202 - Sr Eng, Trans",0,,147.85,154.98,302.83,3847
14,Transportation,"ENG202 - Sr Eng, Trans",109739.76,,17073.33,18511.56,145324.65,3848
15,Transportation,"ENG202 - Sr Eng, Trans",111912.48,,18140.15,19982.74,150035.37,3849
16,Transportation,"ENG202 - Sr Eng, Trans",113184.81,,19252.49,21279.36,153716.66,3850
15,Transportation,"ENG202 - Sr Eng, Trans",111912.48,,18140.15,20030.93,150083.56,3851
17,Transportation,"ENG202 - Sr Eng, Trans",120438.5,,17335.86,23966.39,161740.75,3852
19,Transportation,"ENG202 - Sr Eng, Trans",121989.84,,14145.53,24115.41,160250.78,3853
20,Transportation,"ENG202 - Sr Eng, Trans",135863.82,,11876.6,23286.75,171027.17,3854
18,Transportation,"ENG201 - Eng, Trans",101968.68,,15447.63,20977.79,138394.1,3855
20,Transportation,"ENG202 - Sr Eng, Trans",85909.09,,7932.75,17982.59,111824.43,3856
16,Transportation,"ENG202 - Sr Eng, Trans",113184.81,,19252.49,21356,153793.3,3857
18,Transportation,"ENG202 - Sr Eng, Trans",124069.44,,15448.99,25567.83,165086.26,3858
17,Transportation,"ENG202 - Sr Eng, Trans",120338.5,,17335.86,23960.37,161634.73,3859
19,Transportation,"ENG201 - Eng, Trans",105367.24,,15469.41,21924.62,142761.27,3860
19,Transportation,"ENG202 - Sr Eng, Trans",128089.44,,15470.82,26760.6,170320.86,3861
21,Transportation,"ENG202 - Sr Eng, Trans",10090,,1904.95,3092.23,15087.18,3862
18,Transportation,"ENG202 - Sr Eng, Trans",124269.44,,15448.99,25638.57,165357,3863
20,Transportation,"ENG201 - Eng, Trans",107375.24,,11884.23,22464.03,141723.5,3864
20,Transportation,"ENG202 - Sr Eng, Trans",126037.14,,11884.23,26403.09,164324.46,3865
14,Utilities,"ENG203 - Eng, Utilities",92752.4,,17073.33,15692.28,125518.01,3866
19,Transportation,"ENG202 - Sr Eng, Trans",128089.44,,15470.82,26751.2,170311.46,3867
21,Transportation,"ENG201 - Eng, Trans",8972.56,,1310.26,1890.51,12173.33,3868
21,Transportation,"ENG202 - Sr Eng, Trans",10414.24,,1310.26,2199.54,13924.04,3869
15,Utilities,"ENG203 - Eng, Utilities",96420,,18140.15,17276.6,131836.75,3870
20,Transportation,"ENG202 - Sr Eng, Trans",131290.77,,11884.23,27532.8,170707.8,3871
14,Transportation,"ENG201 - Eng, Trans",75638.4,,17073.33,12790.95,105502.68,3872
14,Transportation,"ENG202 - Sr Eng, Trans",108250.74,,17073.33,18169.87,143493.94,3873
16,Utilities,"ENG203 - Eng, Utilities",97374.48,,19252.49,18408.04,135035.01,3874
21,Transportation,"ENG202 - Sr Eng, Trans",10934.96,,1310.26,2308.94,14554.16,3875
15,Transportation,"ENG201 - Eng, Trans",77436,,18140.15,13884.99,109461.14,3876
15,Transportation,"ENG202 - Sr Eng, Trans",112865.38,,18140.15,20069.37,151074.9,3877
17,Utilities,"ENG203 - Eng, Utilities",99227.2,,17335.86,19803.16,136366.22,3878
14,Transportation,"ENG202 - Sr Eng, Trans",110004.01,,17073.33,18595.04,145672.38,3879
16,Transportation,"ENG201 - Eng, Trans",77899.68,,19252.49,14755.24,111907.41,3880
16,Transportation,"ENG202 - Sr Eng, Trans",113020.56,,19252.49,21207.16,153480.21,3881
17,Transportation,"ENG202 - Sr Eng, Trans",115054.8,,17335.86,22794.34,155185,3882
18,Transportation,"ENG202 - Sr Eng, Trans",119761.36,,15448.63,24581.74,159791.73,3883
19,Transportation,"ENG202 - Sr Eng, Trans",121989.84,,15470.45,25353.26,162813.55,3884
20,Transportation,"ENG202 - Sr Eng, Trans",123856.08,,11884.23,25942.24,161682.55,3885
21,Transportation,"ENG202 - Sr Eng, Trans",10414.24,,1310.26,2195.76,13920.26,3886
14,Transportation,"ENG202 - Sr Eng, Trans",110599.76,,17073.33,18531.51,146204.6,3887
15,Transportation,"ENG202 - Sr Eng, Trans",113382.48,,18140.15,20104.54,151627.17,3888
16,Transportation,"ENG202 - Sr Eng, Trans",111709.5,,19252.49,20736.19,151698.18,3889
14,Transportation,"ENG202 - Sr Eng, Trans",111023.76,,17073.33,18526.41,146623.5,3890
15,Transportation,"ENG202 - Sr Eng, Trans",113460.73,,18140.15,20026.76,151627.64,3891
16,Transportation,"ENG202 - Sr Eng, Trans",114304.56,,19252.49,21305.02,154862.07,3892
17,Transportation,"ENG202 - Sr Eng, Trans",116603.05,,17335.86,22908.35,156847.26,3893
18,Transportation,"ENG202 - Sr Eng, Trans",119625.36,,15448.63,24517.17,159591.16,3894
19,Transportation,"ENG202 - Sr Eng, Trans",122769.84,,15470.45,25480.43,163720.72,3895
20,Transportation,"ENG202 - Sr Eng, Trans",124801.08,,11884.23,26018.63,162703.94,3896
21,Transportation,"ENG202 - Sr Eng, Trans",10479.24,,1310.26,2198.51,13988.01,3897
20,Transportation,"ENG202 - Sr Eng, Trans",84278.4,,9249.91,17666.62,111194.93,3898
21,Transportation,"ENG202 - Sr Eng, Trans",8925.02,,1310.26,1880.28,12115.56,3899
16,Transportation,"ENG202 - Sr Eng, Trans",11862.81,,2336.78,2244.81,16444.4,3900
17,Transportation,"ENG202 - Sr Eng, Trans",98229.89,,17335.86,19489.07,135054.82,3901
18,Transportation,"ENG202 - Sr Eng, Trans",105828.32,,15448.1,21701.69,142978.11,3902
19,Transportation,"ENG202 - Sr Eng, Trans",114754.24,,15469.95,23814.15,154038.34,3903
20,Transportation,"ENG202 - Sr Eng, Trans",125630.35,,11884.23,26108.27,163622.85,3904
21,Transportation,"ENG202 - Sr Eng, Trans",10985.06,,1310.26,2301.84,14597.16,3905
15,Transportation,"ENG202 - Sr Eng, Trans",49822.18,,9849.67,8459.28,68131.13,3906
16,Transportation,"ENG202 - Sr Eng, Trans",88928.13,,19252.49,16644.05,124824.67,3907
17,Transportation,"ENG202 - Sr Eng, Trans",96501.58,,17335.86,19093.29,132930.73,3908
18,Transportation,"ENG202 - Sr Eng, Trans",101979.04,,15447.65,20931.08,138357.77,3909
19,Transportation,"ENG202 - Sr Eng, Trans",111920.56,,15469.72,23238.82,150629.1,3910
20,Transportation,"ENG202 - Sr Eng, Trans",87978.59,,11195.86,18320.29,117494.74,3911
16,Transportation,"ENG202 - Sr Eng, Trans",47987.38,,11197.39,9094.4,68279.17,3912
17,Transportation,"ENG202 - Sr Eng, Trans",87648.53,,17335.86,17562.96,122547.35,3913
18,Transportation,"ENG202 - Sr Eng, Trans",94069.04,,15447.21,19514.99,129031.24,3914
18,Utilities,"ENG203 - Eng, Utilities",102003.68,,15521.9,21207.26,138732.84,3915
17,Transportation,"ENG201 - Eng, Trans",79301.76,,17335.86,15861.3,112498.92,3916
15,Transportation,"ENG202 - Sr Eng, Trans",112076.73,,18140.15,20047.45,150264.33,3917
19,Utilities,"ENG203 - Eng, Utilities",105102.24,,16112.79,22891.32,144106.35,3918
18,Transportation,"ENG201 - Eng, Trans",81443.04,,15446.39,16864.39,113753.82,3919
16,Transportation,"ENG202 - Sr Eng, Trans",113020.56,,19252.49,21381.34,153654.39,3920
20,Utilities,"ENG203 - Eng, Utilities",106710.24,,11884.23,22446.23,141040.7,3921
19,Transportation,"ENG201 - Eng, Trans",84181.84,,15468.13,17640.15,117290.12,3922
17,Transportation,"ENG202 - Sr Eng, Trans",9587.9,,1451.52,1840.66,12880.08,3923
21,Utilities,"ENG203 - Eng, Utilities",8972.56,,1310.26,1899.83,12182.65,3924
20,Transportation,"ENG201 - Eng, Trans",85818.24,,11884.23,18001.15,115703.62,3925
14,Transportation,"ENG202 - Sr Eng, Trans",109904.01,,17073.33,18437.58,145414.92,3926
19,Utilities,"ENG203 - Eng, Utilities",67845.24,,12888.31,14267.19,95000.74,3927
21,Transportation,"ENG201 - Eng, Trans",7178.04,,1310.26,1520.41,10008.71,3928
15,Transportation,"ENG202 - Sr Eng, Trans",112362.48,,18140.15,20030.15,150532.78,3929
20,Utilities,"ENG203 - Eng, Utilities",88246.2,,11884.23,18615.27,118745.7,3930
14,Transportation,"ENG201 - Eng, Trans",94649.31,,17073.33,15927.03,127649.67,3931
16,Transportation,"ENG202 - Sr Eng, Trans",113020.56,,19252.49,21219.05,153492.1,3932
21,Utilities,"ENG203 - Eng, Utilities",7749.98,,1310.26,1648.31,10708.55,3933
14,Utilities,"ENG204 - Sr Eng, Util",109739.76,,17073.33,18502.35,145315.44,3934
15,Utilities,"ENG204 - Sr Eng, Util",111912.48,,18140.15,19984.22,150036.85,3935
16,Utilities,"ENG204 - Sr Eng, Util",113270.56,,19252.49,21323.28,153846.33,3936
17,Utilities,"ENG204 - Sr Eng, Util",135527.76,,17335.86,23772.13,176635.75,3937
14,Utilities,"ENG204 - Sr Eng, Util",109739.76,,17073.33,18576,145389.09,3938
15,Utilities,"ENG204 - Sr Eng, Util",98252.76,,15073.6,16903.36,130229.72,3939
14,Utilities,"ENG204 - Sr Eng, Util",109904.01,,17073.33,18535.36,145512.7,3940
15,Utilities,"ENG204 - Sr Eng, Util",112062.48,,18140.15,20021.76,150224.39,3941
16,Utilities,"ENG204 - Sr Eng, Util",112407.81,,19252.49,21186.97,152847.27,3942
17,Utilities,"ENG204 - Sr Eng, Util",115304.8,,17335.86,22933.81,155574.47,3943
18,Utilities,"ENG204 - Sr Eng, Util",118161.36,,15448.63,24381.08,157991.07,3944
19,Utilities,"ENG204 - Sr Eng, Util",121989.84,,15470.45,25471.02,162931.31,3945
20,Utilities,"ENG204 - Sr Eng, Util",124056.08,,11884.23,26026.94,161967.25,3946
21,Utilities,"ENG204 - Sr Eng, Util",10414.24,,1310.26,2196.44,13920.94,3947
14,Utilities,"ENG204 - Sr Eng, Util",109739.76,,17073.33,18485.68,145298.77,3948
15,Utilities,"ENG204 - Sr Eng, Util",111912.48,,18140.15,19959.17,150011.8,3949
16,Utilities,"ENG204 - Sr Eng, Util",113020.56,,19252.49,21294.74,153567.79,3950
17,Utilities,"ENG204 - Sr Eng, Util",115204.8,,17335.86,22847.72,155388.38,3951
18,Utilities,"ENG204 - Sr Eng, Util",123078.49,,15455.85,24327.98,162862.32,3952
14,Utilities,"ENG204 - Sr Eng, Util",109451.04,,17073.33,18453.64,144978.01,3953
15,Utilities,"ENG204 - Sr Eng, Util",112277.04,,18140.15,20021.37,150438.56,3954
16,Utilities,"ENG204 - Sr Eng, Util",113020.56,,19252.49,21281.97,153555.02,3955
17,Utilities,"ENG204 - Sr Eng, Util",115054.8,,17335.86,22774.87,155165.53,3956
18,Utilities,"ENG204 - Sr Eng, Util",118161.36,,15448.63,24304.97,157914.96,3957
19,Utilities,"ENG204 - Sr Eng, Util",121989.84,,15470.45,25451.59,162911.88,3958
20,Utilities,"ENG204 - Sr Eng, Util",124006.08,,11884.23,25979.63,161869.94,3959
21,Utilities,"ENG204 - Sr Eng, Util",10414.24,,1310.26,2198.1,13922.6,3960
14,Utilities,"ENG204 - Sr Eng, Util",109904.01,,17073.33,18461.05,145438.39,3961
15,Utilities,"ENG204 - Sr Eng, Util",112012.48,,18140.15,19990.49,150143.12,3962
15,Transportation,"ENG201 - Eng, Trans",62496.86,,11305.2,10570.91,84372.97,3963
14,Transportation,"ENG201 - Eng, Trans",94548,,17073.33,15931.61,127552.94,3964
17,Transportation,"ENG202 - Sr Eng, Trans",103124.64,,15240.96,19625.92,137991.52,3965
15,Transportation,"ENG201 - Eng, Trans",96570,,18140.15,17225.16,131935.31,3966
14,Transportation,"ENG202 - Sr Eng, Trans",109904.01,,17073.33,18511.05,145488.39,3967
16,Transportation,"ENG201 - Eng, Trans",97374.48,,19252.49,18346.19,134973.16,3968
15,Transportation,"ENG202 - Sr Eng, Trans",112562.48,,18140.15,20082.29,150784.92,3969
17,Transportation,"ENG201 - Eng, Trans",99127.2,,17335.86,19741.05,136204.11,3970
16,Transportation,"ENG202 - Sr Eng, Trans",113020.56,,19252.49,21309.09,153582.14,3971
18,Transportation,"ENG201 - Eng, Trans",101803.68,,15447.63,21021.01,138272.32,3972
17,Transportation,"ENG202 - Sr Eng, Trans",115219.05,,17335.86,22861.54,155416.45,3973
19,Transportation,"ENG201 - Eng, Trans",106067.24,,15469.41,22115.72,143652.37,3974
18,Transportation,"ENG202 - Sr Eng, Trans",118761.36,,15448.63,24476,158685.99,3975
20,Transportation,"ENG201 - Eng, Trans",106910.24,,11884.23,22433.12,141227.59,3976
19,Transportation,"ENG202 - Sr Eng, Trans",121989.84,,15470.45,25473.32,162933.61,3977
21,Transportation,"ENG201 - Eng, Trans",8972.56,,1310.26,1899.41,12182.23,3978
20,Transportation,"ENG202 - Sr Eng, Trans",124221.08,,11884.23,26031.39,162136.7,3979
14,Transportation,"ENG201 - Eng, Trans",94548,,17073.33,15983.45,127604.78,3980
21,Transportation,"ENG202 - Sr Eng, Trans",10414.24,,1310.26,2186.51,13911.01,3981
15,Transportation,"ENG201 - Eng, Trans",96870,,18140.15,17332.61,132342.76,3982
14,Transportation,"ENG202 - Sr Eng, Trans",109739.76,,17073.33,18573.04,145386.13,3983
16,Transportation,"ENG201 - Eng, Trans",97374.48,,19252.49,18401.54,135028.51,3984
15,Transportation,"ENG202 - Sr Eng, Trans",85308.72,,10551.52,12588.48,108448.72,3985
17,Transportation,"ENG201 - Eng, Trans",99127.2,,17335.86,19791.65,136254.71,3986
14,Transportation,"ENG202 - Sr Eng, Trans",89803.86,,17073.33,15100.04,121977.23,3987
18,Transportation,"ENG201 - Eng, Trans",101803.68,,15447.63,21061.69,138313,3988
19,Transportation,"ENG201 - Eng, Trans",105202.24,,15469.41,21955.61,142627.26,3989
20,Transportation,"ENG201 - Eng, Trans",107160.24,,12542.81,23422.69,143125.74,3990
21,Transportation,"ENG201 - Eng, Trans",8972.56,,1310.26,1900.31,12183.13,3991
15,Transportation,"ENG202 - Sr Eng, Trans",96261.98,,18140.15,17131.91,131534.04,3992
16,Transportation,"ENG202 - Sr Eng, Trans",102580.13,,19252.49,19267.17,141099.79,3993
17,Transportation,"ENG202 - Sr Eng, Trans",108845.76,,17335.86,21618.77,147800.39,3994
18,Transportation,"ENG202 - Sr Eng, Trans",117640.96,,15448.63,24172.3,157261.89,3995
19,Transportation,"ENG202 - Sr Eng, Trans",30692.46,,3869.48,6373.58,40935.52,3996
17,Transportation,"ENG202 - Sr Eng, Trans",132.55,,-9.42,-14.28,108.85,3997
14,Transportation,"ENG202 - Sr Eng, Trans",110279.76,,17073.33,18588.35,145941.44,3998
15,Transportation,"ENG202 - Sr Eng, Trans",112586.73,,18140.15,20049.93,150776.81,3999
16,Transportation,"ENG202 - Sr Eng, Trans",113974.56,,19252.49,21468.15,154695.2,4000
16,Utilities,"ENG204 - Sr Eng, Util",72458.82,,12082.65,12970.82,97512.29,4001
18,Parks & Community Services,"ENG204 - Sr Eng, Util",5141.14,,671.8,1051.34,6864.28,4002
14,Utilities,"ENG204 - Sr Eng, Util",109739.76,,17073.33,18506.31,145319.4,4003
15,Utilities,"ENG204 - Sr Eng, Util",111912.48,,18140.15,19989.01,150041.64,4004
16,Utilities,"ENG204 - Sr Eng, Util",113020.56,,19252.49,21294.25,153567.3,4005
17,Utilities,"ENG204 - Sr Eng, Util",115554.8,,17335.86,22961.73,155852.39,4006
18,Utilities,"ENG204 - Sr Eng, Util",113020.22,,14776.83,23308.19,151105.24,4007
19,Utilities,"ENG204 - Sr Eng, Util",122089.84,,15470.45,25470.86,163031.15,4008
20,Utilities,"ENG204 - Sr Eng, Util",123956.08,,11884.23,25992.28,161832.59,4009
21,Utilities,"ENG204 - Sr Eng, Util",10414.24,,1310.26,2196.11,13920.61,4010
14,Utilities,"ENG204 - Sr Eng, Util",94689.92,,17073.33,16002.49,127765.74,4011
15,Utilities,"ENG204 - Sr Eng, Util",102217.11,,18140.15,18327.87,138685.13,4012
16,Utilities,"ENG204 - Sr Eng, Util",107330,,19252.49,20287.66,146870.15,4013
17,Utilities,"ENG204 - Sr Eng, Util",114235,,17335.86,22780.48,154351.34,4014
18,Utilities,"ENG204 - Sr Eng, Util",118161.36,,15448.63,24434.17,158044.16,4015
19,Utilities,"ENG204 - Sr Eng, Util",121989.84,,15470.45,25487.52,162947.81,4016
20,Utilities,"ENG204 - Sr Eng, Util",123856.08,,11884.23,26027.15,161767.46,4017
21,Utilities,"ENG204 - Sr Eng, Util",10414.24,,1310.26,2200.44,13924.94,4018
14,Utilities,"ENG204 - Sr Eng, Util",94786.41,,17073.33,16061.46,127921.2,4019
15,Utilities,"ENG204 - Sr Eng, Util",105557.74,,18140.15,18940.39,142638.28,4020
16,Utilities,"ENG204 - Sr Eng, Util",107439.6,,19252.49,20348,147040.09,4021
17,Utilities,"ENG204 - Sr Eng, Util",117731.3,,17335.86,23599.32,158666.48,4022
18,Utilities,"ENG204 - Sr Eng, Util",44310.51,,5797.93,9209.43,59317.87,4023
19,Utilities,"ENG204 - Sr Eng, Util",121989.84,,15470.45,25535.2,162995.49,4024
20,Utilities,"ENG204 - Sr Eng, Util",125920.33,,11884.23,26443.71,164248.27,4025
21,Utilities,"ENG204 - Sr Eng, Util",10414.24,,1310.26,2196.48,13920.98,4026
15,Utilities,"ENG204 - Sr Eng, Util",64555.61,,12110.71,11814.88,88481.2,4027
16,Utilities,"ENG204 - Sr Eng, Util",100986,,19252.49,19031.3,139269.79,4028
17,Utilities,"ENG204 - Sr Eng, Util",115658.16,,17335.86,22973.44,155967.46,4029
18,Utilities,"ENG204 - Sr Eng, Util",116401.2,,15593.39,24272.4,156266.99,4030
19,Utilities,"ENG204 - Sr Eng, Util",123163.2,,16804.2,27761.25,167728.65,4031
20,Utilities,"ENG204 - Sr Eng, Util",114942.19,,11884.23,24103.1,150929.52,4032
21,Utilities,"ENG204 - Sr Eng, Util",10934.95,,1310.26,2307.49,14552.7,4033
15,Utilities,"ENG204 - Sr Eng, Util",71850.19,,12110.71,13169.83,97130.73,4034
16,Utilities,"ENG204 - Sr Eng, Util",113016.32,,19252.49,21323.65,153592.46,4035
17,Utilities,"ENG204 - Sr Eng, Util",110260.85,,16692.48,21907.87,148861.2,4036
16,Utilities,"ENG204 - Sr Eng, Util",102516.97,,18446.98,19322.55,140286.5,4037
17,Utilities,"ENG204 - Sr Eng, Util",114713.74,,17335.86,22888.78,154938.38,4038
18,Utilities,"ENG204 - Sr Eng, Util",118161.36,,15448.63,24425.61,158035.6,4039
19,Utilities,"ENG204 - Sr Eng, Util",121989.84,,15470.45,25514.14,162974.43,4040
20,Utilities,"ENG204 - Sr Eng, Util",123856.08,,11884.23,26020.89,161761.2,4041
21,Utilities,"ENG204 - Sr Eng, Util",10414.24,,1310.26,2200.82,13925.32,4042
14,Utilities,ENG208 - Sr Eng Tech,76579.63,223.66,17073.33,12773.87,106650.49,4043
17,Utilities,"ENG204 - Sr Eng, Util",57220.65,,10804.02,11731.18,79755.85,4044
18,Utilities,"ENG204 - Sr Eng, Util",100610.12,,15447.95,20814.62,136872.69,4045
19,Utilities,"ENG204 - Sr Eng, Util",113665.2,,15469.94,23791.81,152926.95,4046
20,Utilities,"ENG204 - Sr Eng, Util",121174.56,,11884.23,25462.56,158521.35,4047
21,Utilities,"ENG204 - Sr Eng, Util",10414.24,,1310.26,2198.31,13922.81,4048
18,Utilities,"ENG204 - Sr Eng, Util",67881.99,,9658.02,14044.35,91584.36,4049
19,Utilities,"ENG204 - Sr Eng, Util",120794.94,,15470.25,25233.81,161499,4050
20,Utilities,"ENG204 - Sr Eng, Util",123856.08,,11884.23,26026.08,161766.39,4051
14,Utilities,"ENG207 - Eng Supv, Util",100043.98,,17073.33,16898.93,134016.24,4052
17,Transportation,"ENG205 - Eng Mgr, Trans",121062.96,,17335.86,24072.93,162471.75,4053
14,Transportation,ENG215 - Trans Strategic Engnrg Advisor,117606.06,,14141.4,17151.85,148899.31,4054
15,Utilities,"ENG207 - Eng Supv, Util",114178.14,,18140.15,20352.06,152670.35,4055
16,Utilities,"ENG207 - Eng Supv, Util",110545.17,,19252.49,20840.08,150637.74,4056
17,Utilities,"ENG207 - Eng Supv, Util",25400.23,,2903.04,4590.87,32894.14,4057
14,Transportation,ENG208 - Sr Eng Tech,83446.84,3695.51,17073.33,14741.86,118957.54,4058
15,Transportation,ENG208 - Sr Eng Tech,85696.95,,18140.15,15309.69,119146.79,4059
16,Transportation,ENG208 - Sr Eng Tech,88249.05,1637.7,19252.49,16977.54,126116.78,4060
17,Transportation,ENG208 - Sr Eng Tech,33667.2,922.62,6531.84,6643.85,47765.51,4061
14,Utilities,ENG208 - Sr Eng Tech,85631.76,,17073.33,14518.94,117224.03,4062
15,Utilities,ENG208 - Sr Eng Tech,87327.12,,18140.15,15662.7,121129.97,4063
16,Utilities,ENG208 - Sr Eng Tech,88191.84,,19252.49,16700.87,124145.2,4064
17,Utilities,ENG208 - Sr Eng Tech,53226.04,,7257.6,8123.24,68606.88,4065
14,Utilities,ENG208 - Sr Eng Tech,86609.26,,17073.33,14514.27,118196.86,4066
15,Utilities,ENG208 - Sr Eng Tech,88147.12,,18140.15,15653.66,121940.93,4067
16,Utilities,ENG208 - Sr Eng Tech,89540.84,,19252.49,16735.86,125529.19,4068
